Baelrog Brood,9bfc271360fa5bab3707a29e1326b84d0ff58911,EightPool,1,1
Baelrog Brood,ba2fc0ed637e4ec91cc70424335b3c13e131b75a,SevenPool,1,1
Epsilon Squadron,450a792de0e544b51af5de578061cb8a2f020f32,FivePool,1,0
Shelak Tribe,9bfc271360fa5bab3707a29e1326b84d0ff58911,SevenPool,1,0
Fenris Brood,83320e505f35c65324e93510ce2eafbaa71c9aa1,SevenPool,2,2
Tiamat Brood,450a792de0e544b51af5de578061cb8a2f020f32,FourPool,1,1
Antiga,de2ada75fbc741cfa261ee467bf6416b10f9e301,EightPool,1,0
Kel-Morian Combine,a220d93efdf05a439b83546a579953c63c863ca7,SixPool,2,2
Velari Tribe,de2ada75fbc741cfa261ee467bf6416b10f9e301,SevenPool,1,0
Baelrog Brood,a220d93efdf05a439b83546a579953c63c863ca7,FivePool,1,1
Garm Brood,9bfc271360fa5bab3707a29e1326b84d0ff58911,FivePool,2,2
Atlas Wing,ba2fc0ed637e4ec91cc70424335b3c13e131b75a,SixPool,1,1
Atlas Wing,9bfc271360fa5bab3707a29e1326b84d0ff58911,FourPool,1,1
Velari Tribe,ba2fc0ed637e4ec91cc70424335b3c13e131b75a,SixPool,3,1
Garm Brood,ba2fc0ed637e4ec91cc70424335b3c13e131b75a,SevenPool,1,1
Jormungand Brood,a220d93efdf05a439b83546a579953c63c863ca7,EightPool,1,1
Elite Guard,4e24f217d2fe4dbfa6799bc57f74d8dc939d425b,FivePool,1,1
Mar Sara,1e983eb6bcfa02ef7d75bd572cb59ad3aab49285,SevenPool,1,0
Baelrog Brood,de2ada75fbc741cfa261ee467bf6416b10f9e301,EightPool,1,1
Grendel Brood,450a792de0e544b51af5de578061cb8a2f020f32,SixPool,1,1
Delta Squadron,1e983eb6bcfa02ef7d75bd572cb59ad3aab49285,SevenPool,1,1
Delta Squadron,ba2fc0ed637e4ec91cc70424335b3c13e131b75a,FourPool,1,1
Akilae Tribe,af618ea3ed8a8926ca7b17619eebcb9126f0d8b1,FivePool,2,0
Auriga Tribe,83320e505f35c65324e93510ce2eafbaa71c9aa1,FourPool,2,2
Jormungand Brood,ba2fc0ed637e4ec91cc70424335b3c13e131b75a,FivePool,1,1
Baelrog Brood,83320e505f35c65324e93510ce2eafbaa71c9aa1,EightPool,1,1
Epsilon Squadron,83320e505f35c65324e93510ce2eafbaa71c9aa1,EightPool,2,0
Delta Squadron,4e24f217d2fe4dbfa6799bc57f74d8dc939d425b,SevenPool,3,2
Jormungand Brood,de2ada75fbc741cfa261ee467bf6416b10f9e301,FivePool,1,1
Cronus Wing,1e983eb6bcfa02ef7d75bd572cb59ad3aab49285,FourPool,1,1
Atlas Wing,6f8da3c3cc8d08d9cf882700efa049280aedca8c,FourPool,1,1
Antiga,ba2fc0ed637e4ec91cc70424335b3c13e131b75a,SixPool,2,1
Furinax Tribe,1e983eb6bcfa02ef7d75bd572cb59ad3aab49285,SixPool,2,0
Jormungand Brood,af618ea3ed8a8926ca7b17619eebcb9126f0d8b1,FivePool,1,1
Fenris Brood,6f8da3c3cc8d08d9cf882700efa049280aedca8c,FivePool,1,1
Cronus Wing,83320e505f35c65324e93510ce2eafbaa71c9aa1,SixPool,1,1
Mar Sara,af618ea3ed8a8926ca7b17619eebcb9126f0d8b1,EightPool,2,0
Shelak Tribe,a220d93efdf05a439b83546a579953c63c863ca7,FourPool,1,1
Shelak Tribe,83320e505f35c65324e93510ce2eafbaa71c9aa1,SixPool,2,1
Tiamat Brood,6f8da3c3cc8d08d9cf882700efa049280aedca8c,EightPool,1,1
Garm Brood,a220d93efdf05a439b83546a579953c63c863ca7,EightPool,1,1
Antiga,a220d93efdf05a439b83546a579953c63c863ca7,SixPool,1,1
Mar Sara,4e24f217d2fe4dbfa6799bc57f74d8dc939d425b,EightPool,2,0
Akilae Tribe,a220d93efdf05a439b83546a579953c63c863ca7,SixPool,2,1
Surtur Brood,450a792de0e544b51af5de578061cb8a2f020f32,EightPool,1,1
Atlas Wing,af618ea3ed8a8926ca7b17619eebcb9126f0d8b1,FivePool,1,1
Cronus Wing,af618ea3ed8a8926ca7b17619eebcb9126f0d8b1,SevenPool,1,0
Ara Tribe,ba2fc0ed637e4ec91cc70424335b3c13e131b75a,SixPool,1,0
Tiamat Brood,1e983eb6bcfa02ef7d75bd572cb59ad3aab49285,EightPool,4,3
Kel-Morian Combine,83320e505f35c65324e93510ce2eafbaa71c9aa1,SevenPool,2,2
Elite Guard,6f8da3c3cc8d08d9cf882700efa049280aedca8c,EightPool,1,1
Sargas Tribe,a220d93efdf05a439b83546a579953c63c863ca7,EightPool,1,0
Auriga Tribe,6f8da3c3cc8d08d9cf882700efa049280aedca8c,SixPool,1,1
Leviathan Brood,de2ada75fbc741cfa261ee467bf6416b10f9e301,FivePool,1,1
Antiga,6f8da3c3cc8d08d9cf882700efa049280aedca8c,SevenPool,3,3
Antiga,de2ada75fbc741cfa261ee467bf6416b10f9e301,FourPool,1,1
Auriga Tribe,1e983eb6bcfa02ef7d75bd572cb59ad3aab49285,EightPool,2,0
Ara Tribe,1e983eb6bcfa02ef7d75bd572cb59ad3aab49285,EightPool,1,0
Jormungand Brood,a220d93efdf05a439b83546a579953c63c863ca7,SixPool,1,1
Tiamat Brood,1e983eb6bcfa02ef7d75bd572cb59ad3aab49285,FivePool,1,1
Delta Squadron,83320e505f35c65324e93510ce2eafbaa71c9aa1,EightPool,2,1
Ara Tribe,450a792de0e544b51af5de578061cb8a2f020f32,SixPool,1,1
Elite Guard,af618ea3ed8a8926ca7b17619eebcb9126f0d8b1,SevenPool,3,0
Furinax Tribe,6f8da3c3cc8d08d9cf882700efa049280aedca8c,SixPool,1,1
Leviathan Brood,de2ada75fbc741cfa261ee467bf6416b10f9e301,SixPool,3,3
Baelrog Brood,9bfc271360fa5bab3707a29e1326b84d0ff58911,SevenPool,2,2
Mar Sara,6f8da3c3cc8d08d9cf882700efa049280aedca8c,FourPool,1,1
Cronus Wing,6f8da3c3cc8d08d9cf882700efa049280aedca8c,FourPool,2,2
Epsilon Squadron,83320e505f35c65324e93510ce2eafbaa71c9aa1,SevenPool,1,1
Velari Tribe,450a792de0e544b51af5de578061cb8a2f020f32,FourPool,1,0
Jormungand Brood,a220d93efdf05a439b83546a579953c63c863ca7,FivePool,1,1
Garm Brood,a220d93efdf05a439b83546a579953c63c863ca7,SixPool,1,1
Kel-Morian Combine,af618ea3ed8a8926ca7b17619eebcb9126f0d8b1,SevenPool,1,0
Ara Tribe,6f8da3c3cc8d08d9cf882700efa049280aedca8c,SevenPool,1,1
Auriga Tribe,4e24f217d2fe4dbfa6799bc57f74d8dc939d425b,SevenPool,1,0
Garm Brood,a220d93efdf05a439b83546a579953c63c863ca7,FourPool,1,1
Tiamat Brood,a220d93efdf05a439b83546a579953c63c863ca7,EightPool,1,0
Antiga,83320e505f35c65324e93510ce2eafbaa71c9aa1,EightPool,1,1
Atlas Wing,1e983eb6bcfa02ef7d75bd572cb59ad3aab49285,SevenPool,1,0
Grendel Brood,de2ada75fbc741cfa261ee467bf6416b10f9e301,EightPool,1,1
Baelrog Brood,de2ada75fbc741cfa261ee467bf6416b10f9e301,SixPool,1,1
Atlas Wing,a220d93efdf05a439b83546a579953c63c863ca7,SixPool,2,1
Cronus Wing,ba2fc0ed637e4ec91cc70424335b3c13e131b75a,FourPool,1,1
Furinax Tribe,9bfc271360fa5bab3707a29e1326b84d0ff58911,SixPool,1,0
Velari Tribe,6f8da3c3cc8d08d9cf882700efa049280aedca8c,FivePool,1,1
Leviathan Brood,de2ada75fbc741cfa261ee467bf6416b10f9e301,SevenPool,2,2
Cronus Wing,de2ada75fbc741cfa261ee467bf6416b10f9e301,SevenPool,1,1
Mar Sara,a220d93efdf05a439b83546a579953c63c863ca7,FourPool,1,1
Venatir Tribe,de2ada75fbc741cfa261ee467bf6416b10f9e301,EightPool,3,1
Garm Brood,4e24f217d2fe4dbfa6799bc57f74d8dc939d425b,SixPool,1,1
Garm Brood,a220d93efdf05a439b83546a579953c63c863ca7,SevenPool,2,1
Cronus Wing,4e24f217d2fe4dbfa6799bc57f74d8dc939d425b,SevenPool,1,1
Delta Squadron,6f8da3c3cc8d08d9cf882700efa049280aedca8c,SixPool,1,1
Venatir Tribe,af618ea3ed8a8926ca7b17619eebcb9126f0d8b1,FourPool,1,0
Venatir Tribe,450a792de0e544b51af5de578061cb8a2f020f32,SevenPool,2,0
Surtur Brood,a220d93efdf05a439b83546a579953c63c863ca7,SixPool,2,2
Sargas Tribe,450a792de0e544b51af5de578061cb8a2f020f32,SevenPool,1,0
Akilae Tribe,af618ea3ed8a8926ca7b17619eebcb9126f0d8b1,SevenPool,1,0
Leviathan Brood,4e24f217d2fe4dbfa6799bc57f74d8dc939d425b,FivePool,1,1
Tiamat Brood,4e24f217d2fe4dbfa6799bc57f74d8dc939d425b,EightPool,1,1
Elite Guard,4e24f217d2fe4dbfa6799bc57f74d8dc939d425b,SixPool,1,1
Ara Tribe,1e983eb6bcfa02ef7d75bd572cb59ad3aab49285,SevenPool,1,0
Ara Tribe,ba2fc0ed637e4ec91cc70424335b3c13e131b75a,SevenPool,1,0
Leviathan Brood,9bfc271360fa5bab3707a29e1326b84d0ff58911,SixPool,1,1
Jormungand Brood,9bfc271360fa5bab3707a29e1326b84d0ff58911,SevenPool,1,1
Epsilon Squadron,af618ea3ed8a8926ca7b17619eebcb9126f0d8b1,FourPool,1,1
Furinax Tribe,af618ea3ed8a8926ca7b17619eebcb9126f0d8b1,FourPool,1,0
Leviathan Brood,af618ea3ed8a8926ca7b17619eebcb9126f0d8b1,SevenPool,1,1
Tiamat Brood,9bfc271360fa5bab3707a29e1326b84d0ff58911,SixPool,2,2
Sargas Tribe,1e983eb6bcfa02ef7d75bd572cb59ad3aab49285,EightPool,1,0
Sargas Tribe,ba2fc0ed637e4ec91cc70424335b3c13e131b75a,FivePool,1,1
Leviathan Brood,6f8da3c3cc8d08d9cf882700efa049280aedca8c,EightPool,1,1
Jormungand Brood,83320e505f35c65324e93510ce2eafbaa71c9aa1,FourPool,1,1
Fenris Brood,a220d93efdf05a439b83546a579953c63c863ca7,SixPool,1,1
Ara Tribe,83320e505f35c65324e93510ce2eafbaa71c9aa1,FourPool,1,1
Auriga Tribe,af618ea3ed8a8926ca7b17619eebcb9126f0d8b1,FourPool,1,0
Fenris Brood,a220d93efdf05a439b83546a579953c63c863ca7,EightPool,1,1
Surtur Brood,1e983eb6bcfa02ef7d75bd572cb59ad3aab49285,FivePool,1,1
Cronus Wing,de2ada75fbc741cfa261ee467bf6416b10f9e301,SixPool,2,1
Antiga,1e983eb6bcfa02ef7d75bd572cb59ad3aab49285,FivePool,1,1
Venatir Tribe,ba2fc0ed637e4ec91cc70424335b3c13e131b75a,SevenPool,1,0
Surtur Brood,6f8da3c3cc8d08d9cf882700efa049280aedca8c,SevenPool,1,1
Surtur Brood,de2ada75fbc741cfa261ee467bf6416b10f9e301,EightPool,1,1
Surtur Brood,4e24f217d2fe4dbfa6799bc57f74d8dc939d425b,EightPool,1,1
Surtur Brood,6f8da3c3cc8d08d9cf882700efa049280aedca8c,SixPool,1,1
Mar Sara,6f8da3c3cc8d08d9cf882700efa049280aedca8c,SevenPool,1,1
Cronus Wing,9bfc271360fa5bab3707a29e1326b84d0ff58911,FourPool,2,1
Auriga Tribe,4e24f217d2fe4dbfa6799bc57f74d8dc939d425b,FourPool,1,1
Akilae Tribe,af618ea3ed8a8926ca7b17619eebcb9126f0d8b1,SixPool,2,0
Grendel Brood,4e24f217d2fe4dbfa6799bc57f74d8dc939d425b,FourPool,2,2
Leviathan Brood,6f8da3c3cc8d08d9cf882700efa049280aedca8c,FivePool,1,1
Antiga,6f8da3c3cc8d08d9cf882700efa049280aedca8c,FourPool,1,1
Velari Tribe,6f8da3c3cc8d08d9cf882700efa049280aedca8c,FourPool,1,1
Furinax Tribe,de2ada75fbc741cfa261ee467bf6416b10f9e301,FivePool,1,1
Cronus Wing,450a792de0e544b51af5de578061cb8a2f020f32,SixPool,1,0
Akilae Tribe,ba2fc0ed637e4ec91cc70424335b3c13e131b75a,SevenPool,1,0
Leviathan Brood,a220d93efdf05a439b83546a579953c63c863ca7,EightPool,1,1
Cronus Wing,450a792de0e544b51af5de578061cb8a2f020f32,SevenPool,1,1
Delta Squadron,ba2fc0ed637e4ec91cc70424335b3c13e131b75a,FivePool,1,1
Shelak Tribe,1e983eb6bcfa02ef7d75bd572cb59ad3aab49285,FourPool,1,0
Jormungand Brood,450a792de0e544b51af5de578061cb8a2f020f32,SevenPool,1,1
Grendel Brood,450a792de0e544b51af5de578061cb8a2f020f32,FourPool,1,1
Ara Tribe,83320e505f35c65324e93510ce2eafbaa71c9aa1,EightPool,1,0
Auriga Tribe,de2ada75fbc741cfa261ee467bf6416b10f9e301,EightPool,1,0
Tiamat Brood,83320e505f35c65324e93510ce2eafbaa71c9aa1,SevenPool,1,1
Elite Guard,1e983eb6bcfa02ef7d75bd572cb59ad3aab49285,FourPool,1,1
Akilae Tribe,9bfc271360fa5bab3707a29e1326b84d0ff58911,SixPool,1,1
Sargas Tribe,ba2fc0ed637e4ec91cc70424335b3c13e131b75a,SevenPool,1,0
Fenris Brood,de2ada75fbc741cfa261ee467bf6416b10f9e301,FourPool,2,2
Furinax Tribe,1e983eb6bcfa02ef7d75bd572cb59ad3aab49285,FivePool,1,0
Auriga Tribe,ba2fc0ed637e4ec91cc70424335b3c13e131b75a,SixPool,1,1
Tiamat Brood,1e983eb6bcfa02ef7d75bd572cb59ad3aab49285,FourPool,1,1
Leviathan Brood,af618ea3ed8a8926ca7b17619eebcb9126f0d8b1,FourPool,1,1
Leviathan Brood,450a792de0e544b51af5de578061cb8a2f020f32,FivePool,1,1
Elite Guard,450a792de0e544b51af5de578061cb8a2f020f32,SixPool,1,0
Sargas Tribe,9bfc271360fa5bab3707a29e1326b84d0ff58911,FourPool,1,1
Baelrog Brood,4e24f217d2fe4dbfa6799bc57f74d8dc939d425b,EightPool,2,2
Garm Brood,9bfc271360fa5bab3707a29e1326b84d0ff58911,FourPool,1,1
Epsilon Squadron,450a792de0e544b51af5de578061cb8a2f020f32,SixPool,1,1
Furinax Tribe,6f8da3c3cc8d08d9cf882700efa049280aedca8c,SevenPool,1,0
Furinax Tribe,83320e505f35c65324e93510ce2eafbaa71c9aa1,FivePool,1,1
Garm Brood,ba2fc0ed637e4ec91cc70424335b3c13e131b75a,SixPool,1,1
Delta Squadron,a220d93efdf05a439b83546a579953c63c863ca7,SixPool,1,1
Cronus Wing,9bfc271360fa5bab3707a29e1326b84d0ff58911,SixPool,1,1
Sargas Tribe,1e983eb6bcfa02ef7d75bd572cb59ad3aab49285,FourPool,1,1
Velari Tribe,ba2fc0ed637e4ec91cc70424335b3c13e131b75a,FivePool,1,0
Leviathan Brood,6f8da3c3cc8d08d9cf882700efa049280aedca8c,SevenPool,1,1
Grendel Brood,a220d93efdf05a439b83546a579953c63c863ca7,SevenPool,1,1
Sargas Tribe,4e24f217d2fe4dbfa6799bc57f74d8dc939d425b,EightPool,1,0
Fenris Brood,af618ea3ed8a8926ca7b17619eebcb9126f0d8b1,SixPool,2,1
Jormungand Brood,83320e505f35c65324e93510ce2eafbaa71c9aa1,SevenPool,1,1
Atlas Wing,a220d93efdf05a439b83546a579953c63c863ca7,EightPool,2,0
Shelak Tribe,4e24f217d2fe4dbfa6799bc57f74d8dc939d425b,SixPool,1,0
Sargas Tribe,ba2fc0ed637e4ec91cc70424335b3c13e131b75a,SixPool,1,1
Jormungand Brood,6f8da3c3cc8d08d9cf882700efa049280aedca8c,FivePool,1,1
Garm Brood,83320e505f35c65324e93510ce2eafbaa71c9aa1,SevenPool,1,1
Atlas Wing,9bfc271360fa5bab3707a29e1326b84d0ff58911,SevenPool,1,1
Elite Guard,ba2fc0ed637e4ec91cc70424335b3c13e131b75a,EightPool,1,0
Shelak Tribe,1e983eb6bcfa02ef7d75bd572cb59ad3aab49285,SixPool,1,0
Fenris Brood,de2ada75fbc741cfa261ee467bf6416b10f9e301,FivePool,1,1
Surtur Brood,83320e505f35c65324e93510ce2eafbaa71c9aa1,FourPool,1,0
Elite Guard,ba2fc0ed637e4ec91cc70424335b3c13e131b75a,FourPool,2,2
Furinax Tribe,4e24f217d2fe4dbfa6799bc57f74d8dc939d425b,SixPool,1,1
Leviathan Brood,a220d93efdf05a439b83546a579953c63c863ca7,FivePool,1,1
Antiga,ba2fc0ed637e4ec91cc70424335b3c13e131b75a,FourPool,2,2
Kel-Morian Combine,4e24f217d2fe4dbfa6799bc57f74d8dc939d425b,FourPool,1,1
Auriga Tribe,83320e505f35c65324e93510ce2eafbaa71c9aa1,FivePool,2,1
Venatir Tribe,a220d93efdf05a439b83546a579953c63c863ca7,SevenPool,1,0
Leviathan Brood,1e983eb6bcfa02ef7d75bd572cb59ad3aab49285,FivePool,1,1
Antiga,1e983eb6bcfa02ef7d75bd572cb59ad3aab49285,EightPool,1,0
Ara Tribe,a220d93efdf05a439b83546a579953c63c863ca7,SevenPool,2,2
Tiamat Brood,450a792de0e544b51af5de578061cb8a2f020f32,EightPool,1,1
Mar Sara,4e24f217d2fe4dbfa6799bc57f74d8dc939d425b,FivePool,1,1
Venatir Tribe,ba2fc0ed637e4ec91cc70424335b3c13e131b75a,SixPool,1,1
Antiga,6f8da3c3cc8d08d9cf882700efa049280aedca8c,EightPool,1,1
Kel-Morian Combine,ba2fc0ed637e4ec91cc70424335b3c13e131b75a,FourPool,1,1
Auriga Tribe,1e983eb6bcfa02ef7d75bd572cb59ad3aab49285,FivePool,1,0
Surtur Brood,af618ea3ed8a8926ca7b17619eebcb9126f0d8b1,SixPool,2,2
Furinax Tribe,ba2fc0ed637e4ec91cc70424335b3c13e131b75a,FivePool,1,1
Shelak Tribe,450a792de0e544b51af5de578061cb8a2f020f32,SevenPool,3,1
Jormungand Brood,1e983eb6bcfa02ef7d75bd572cb59ad3aab49285,FourPool,1,1
Epsilon Squadron,4e24f217d2fe4dbfa6799bc57f74d8dc939d425b,SixPool,1,1
Elite Guard,ba2fc0ed637e4ec91cc70424335b3c13e131b75a,FivePool,1,1
Furinax Tribe,6f8da3c3cc8d08d9cf882700efa049280aedca8c,EightPool,1,0
Grendel Brood,6f8da3c3cc8d08d9cf882700efa049280aedca8c,SixPool,1,1
Baelrog Brood,4e24f217d2fe4dbfa6799bc57f74d8dc939d425b,FivePool,1,1
Garm Brood,de2ada75fbc741cfa261ee467bf6416b10f9e301,FivePool,2,2
Jormungand Brood,4e24f217d2fe4dbfa6799bc57f74d8dc939d425b,SixPool,1,0
Leviathan Brood,450a792de0e544b51af5de578061cb8a2f020f32,FourPool,1,1
Mar Sara,450a792de0e544b51af5de578061cb8a2f020f32,SevenPool,1,0
Furinax Tribe,ba2fc0ed637e4ec91cc70424335b3c13e131b75a,SixPool,1,0
Leviathan Brood,450a792de0e544b51af5de578061cb8a2f020f32,EightPool,1,1
Baelrog Brood,1e983eb6bcfa02ef7d75bd572cb59ad3aab49285,EightPool,1,1
Cronus Wing,9bfc271360fa5bab3707a29e1326b84d0ff58911,EightPool,1,1
Antiga,9bfc271360fa5bab3707a29e1326b84d0ff58911,FivePool,1,0
Shelak Tribe,4e24f217d2fe4dbfa6799bc57f74d8dc939d425b,FivePool,1,1
Surtur Brood,4e24f217d2fe4dbfa6799bc57f74d8dc939d425b,SevenPool,1,1
Tiamat Brood,450a792de0e544b51af5de578061cb8a2f020f32,SixPool,1,0
Surtur Brood,a220d93efdf05a439b83546a579953c63c863ca7,FivePool,1,1
Epsilon Squadron,1e983eb6bcfa02ef7d75bd572cb59ad3aab49285,SixPool,1,0
Venatir Tribe,9bfc271360fa5bab3707a29e1326b84d0ff58911,EightPool,1,0
Tiamat Brood,4e24f217d2fe4dbfa6799bc57f74d8dc939d425b,SixPool,1,1
Surtur Brood,9bfc271360fa5bab3707a29e1326b84d0ff58911,FivePool,1,1
Mar Sara,ba2fc0ed637e4ec91cc70424335b3c13e131b75a,FourPool,1,1
Venatir Tribe,450a792de0e544b51af5de578061cb8a2f020f32,FourPool,1,1
Furinax Tribe,83320e505f35c65324e93510ce2eafbaa71c9aa1,SixPool,1,0
Mar Sara,83320e505f35c65324e93510ce2eafbaa71c9aa1,SixPool,1,1
Elite Guard,9bfc271360fa5bab3707a29e1326b84d0ff58911,SixPool,1,0
Jormungand Brood,af618ea3ed8a8926ca7b17619eebcb9126f0d8b1,EightPool,1,1
Epsilon Squadron,6f8da3c3cc8d08d9cf882700efa049280aedca8c,SevenPool,2,2
Epsilon Squadron,ba2fc0ed637e4ec91cc70424335b3c13e131b75a,SixPool,1,1
Atlas Wing,450a792de0e544b51af5de578061cb8a2f020f32,SevenPool,2,2
Sargas Tribe,4e24f217d2fe4dbfa6799bc57f74d8dc939d425b,SevenPool,2,0
Sargas Tribe,a220d93efdf05a439b83546a579953c63c863ca7,SixPool,1,0
Sargas Tribe,ba2fc0ed637e4ec91cc70424335b3c13e131b75a,EightPool,1,0
Epsilon Squadron,83320e505f35c65324e93510ce2eafbaa71c9aa1,FourPool,1,1
Shelak Tribe,450a792de0e544b51af5de578061cb8a2f020f32,FivePool,1,0
Ara Tribe,a220d93efdf05a439b83546a579953c63c863ca7,EightPool,1,1
Leviathan Brood,9bfc271360fa5bab3707a29e1326b84d0ff58911,SevenPool,2,1
Atlas Wing,a220d93efdf05a439b83546a579953c63c863ca7,SevenPool,1,0
Akilae Tribe,450a792de0e544b51af5de578061cb8a2f020f32,EightPool,1,0
Garm Brood,9bfc271360fa5bab3707a29e1326b84d0ff58911,SixPool,1,1
Grendel Brood,ba2fc0ed637e4ec91cc70424335b3c13e131b75a,FourPool,1,1
Leviathan Brood,1e983eb6bcfa02ef7d75bd572cb59ad3aab49285,SevenPool,1,0
Elite Guard,450a792de0e544b51af5de578061cb8a2f020f32,EightPool,1,1
Auriga Tribe,de2ada75fbc741cfa261ee467bf6416b10f9e301,SixPool,2,0
Fenris Brood,9bfc271360fa5bab3707a29e1326b84d0ff58911,SixPool,1,1
Surtur Brood,1e983eb6bcfa02ef7d75bd572cb59ad3aab49285,SevenPool,1,1
Epsilon Squadron,6f8da3c3cc8d08d9cf882700efa049280aedca8c,FivePool,1,1
Shelak Tribe,a220d93efdf05a439b83546a579953c63c863ca7,EightPool,1,0
Sargas Tribe,de2ada75fbc741cfa261ee467bf6416b10f9e301,SixPool,1,0
Grendel Brood,1e983eb6bcfa02ef7d75bd572cb59ad3aab49285,FivePool,1,1
Grendel Brood,83320e505f35c65324e93510ce2eafbaa71c9aa1,FivePool,1,1
Kel-Morian Combine,4e24f217d2fe4dbfa6799bc57f74d8dc939d425b,SevenPool,1,1
Mar Sara,450a792de0e544b51af5de578061cb8a2f020f32,EightPool,1,0
Furinax Tribe,de2ada75fbc741cfa261ee467bf6416b10f9e301,SixPool,1,0
Cronus Wing,6f8da3c3cc8d08d9cf882700efa049280aedca8c,SevenPool,1,1
Epsilon Squadron,ba2fc0ed637e4ec91cc70424335b3c13e131b75a,EightPool,1,0
Jormungand Brood,af618ea3ed8a8926ca7b17619eebcb9126f0d8b1,SevenPool,1,0
Furinax Tribe,1e983eb6bcfa02ef7d75bd572cb59ad3aab49285,EightPool,1,1
Grendel Brood,ba2fc0ed637e4ec91cc70424335b3c13e131b75a,SixPool,1,1
Garm Brood,83320e505f35c65324e93510ce2eafbaa71c9aa1,FivePool,1,1
Atlas Wing,af618ea3ed8a8926ca7b17619eebcb9126f0d8b1,FourPool,1,1
Delta Squadron,450a792de0e544b51af5de578061cb8a2f020f32,FourPool,1,1
Garm Brood,4e24f217d2fe4dbfa6799bc57f74d8dc939d425b,FivePool,1,1
Delta Squadron,83320e505f35c65324e93510ce2eafbaa71c9aa1,SixPool,1,0
Surtur Brood,450a792de0e544b51af5de578061cb8a2f020f32,SevenPool,1,1
Elite Guard,9bfc271360fa5bab3707a29e1326b84d0ff58911,FourPool,1,1
Elite Guard,de2ada75fbc741cfa261ee467bf6416b10f9e301,SevenPool,1,0
Ara Tribe,450a792de0e544b51af5de578061cb8a2f020f32,FivePool,1,0
Jormungand Brood,1e983eb6bcfa02ef7d75bd572cb59ad3aab49285,FivePool,1,1
Jormungand Brood,450a792de0e544b51af5de578061cb8a2f020f32,FourPool,1,1
Leviathan Brood,1e983eb6bcfa02ef7d75bd572cb59ad3aab49285,SixPool,1,1
Kel-Morian Combine,ba2fc0ed637e4ec91cc70424335b3c13e131b75a,EightPool,2,0
Elite Guard,a220d93efdf05a439b83546a579953c63c863ca7,FivePool,1,1
Sargas Tribe,af618ea3ed8a8926ca7b17619eebcb9126f0d8b1,EightPool,1,0
Venatir Tribe,83320e505f35c65324e93510ce2eafbaa71c9aa1,SevenPool,1,1
Fenris Brood,4e24f217d2fe4dbfa6799bc57f74d8dc939d425b,FivePool,1,1
Antiga,ba2fc0ed637e4ec91cc70424335b3c13e131b75a,SevenPool,1,1
Cronus Wing,4e24f217d2fe4dbfa6799bc57f74d8dc939d425b,EightPool,1,1
Cronus Wing,ba2fc0ed637e4ec91cc70424335b3c13e131b75a,SixPool,1,0
Shelak Tribe,6f8da3c3cc8d08d9cf882700efa049280aedca8c,FivePool,1,1
Sargas Tribe,83320e505f35c65324e93510ce2eafbaa71c9aa1,FourPool,1,1
Grendel Brood,450a792de0e544b51af5de578061cb8a2f020f32,FivePool,1,1
